head,tail,weight,relation,chunk_id,source,confidence,source_pdf
gis 技术,泰山森林价值,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_44,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
gis 技术,风险管理措施,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_44,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
green-light,no-man-machine-radar,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_32,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
green-light,sentinel-2,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_32,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
heat stress,dry stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
heat stress,temperature index,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
heat stress,wet stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,cold stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,dry stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,ds,0.23636363636363636,影响 | co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,"llm,proximity",0.23636363636363636,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,heat stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,temperature index,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,ti,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,wet stress,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,ws,0.23636363636363636,影响 | co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,"llm,proximity",0.23636363636363636,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,泰山松材线虫病,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hs,美国白蛾,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_37,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
humidity,database,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_45,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
humidity,forecast,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_45,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
humidity,pesticide,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_45,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyperspectral data,diagnostic spectral characteristics,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,drone,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,early identification,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,forest disease monitoring,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,individual tree scale,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,lda algorithm,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,leaf scale,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,ndwi,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,pine wilt disease,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,sentinel-2,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyperspectral data,stand scale,0.18181818181818182,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.18181818181818182,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
hyphantria cunea,altitude,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,area,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,climatic conditions,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,elevation,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,monochamus alternatus,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,mount tai scenic spot,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,parasitic,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,pine (chinese),0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,prevention,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,risk management strategies,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,risk value,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
hyphantria cunea,temperature,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
lda algorithm,diagnostic spectral characteristics,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,drone,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,early identification,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,forest disease monitoring,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,hyperspectral data,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,individual tree scale,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,leaf scale,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,ndwi,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,pine wilt disease,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,sentinel-2,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
lda algorithm,stand scale,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
leaf scale,individual tree scale,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
location,compound,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
location,factor,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
location,misc,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
location,process,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
mechanism,compound,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
mechanism,factor,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
mechanism,location,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
mechanism,misc,0.09090909090909091,co-occurs in,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,proximity,0.09090909090909091,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
mechanism,process,0.2727272727272727,co-occurs in,"ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_26,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_33,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_48",proximity,0.2727272727272727,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究
monochamus alternatus,altitude,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,area,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,climatic conditions,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,elevation,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,mount tai scenic spot,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,parasitic,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,pine (chinese),0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,prevention,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,risk management strategies,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,risk value,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monochamus alternatus,temperature,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,diva-gis,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,garp,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,信息扩散模糊数学,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,易暴发流行区,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,松材线虫病,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,松材线虫病监测预警体系,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,林业有害生物,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,林业有害生物风险评估,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,生态适生区,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,生物位模型bioclim,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,管理系统,0.2727272727272727,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.2727272727272727,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,美国白蛾,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
monte carlo simulation,高度危险区,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_43,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,altitude,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,area,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,climatic conditions,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,elevation,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,parasitic,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,pine (chinese),0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,prevention,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,risk management strategies,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
mount tai scenic spot,risk value,0.09090909090909091,co-occurs in,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究_申卫星.pdf_40,proximity,0.09090909090909091,4ERGo-1762148839583-泰山松材线虫病、美国白蛾风险分析评估与预警技术研究
