node_1,node_2,edge,weight,chunk_id,source
松材线虫病,树脂分泌异常,引起,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,枯死,引起,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
阿维菌素,松材线虫,防治,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
噻虫啉,松材线虫,防治,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
诱捕器,松材线虫病,防治,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
生物防治,松材线虫病,防治,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
温度,松材线虫病,影响,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
湿度,松材线虫病,影响,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
降水,松材线虫病,影响,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
海拔,松材线虫病,影响,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,黑松,分布于,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,云南松,分布于,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,云南,发生于,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,日本,发生于,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,致病机理,涉及,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫病,侵染途径,涉及,0.8,松材线虫病外部症状表现与病害治疗效果的关系_程浩.pdf_40,llm
松材线虫,马尾松,寄生于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松材线虫,黑松,寄生于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松材线虫,湿地松,寄生于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松材线虫,赤松,寄生于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松材线虫,云南松,寄生于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松褐天牛,松材线虫,传播,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_41,llm
松材线虫病,县级行政区划,分布于,0.8,2016–2024年全国松材线虫病疫区分布数据集_肖云丹.pdf_42,llm
松材线虫病,马尾松,感染,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
松褐天牛,松材线虫病,传播,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
三元社区,茅坝社区,相邻,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
三元社区,茶店村,相邻,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
茅坝社区,茶店村,相邻,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
松材线虫病防治专家,桐梓县人民政府,报告,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
无人机,监测预警,支持,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
焚烧处理,枯死松木,处置,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
粉碎处理,枯死松木,处置,0.8,松材线虫病在山地区域的综合防治技术与经验总结——以贵州省桐梓县松坎镇山地区域为例_王红伟.pdf_43,llm
松材线虫,气候,影响,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_45,llm
疫情,扩散,引起,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_45,llm
江西省,疫情,分布,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_45,llm
松材线虫病,马尾松,寄生于,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
松褐天牛,松材线虫病,传播,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
美洲,松材线虫病,分布于,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
中国,松材线虫病,分布于,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
温度,松材线虫病,影响,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
湿度,松材线虫病,影响,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_46,llm
松材线虫,马尾松,寄生,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_47,llm
松褐天牛,松材线虫,传播,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_47,llm
松材线虫病,疫区边界范围,分布于,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_48,llm
松材线虫病,气候要素,影响,0.8,我国松材线虫病的扩散趋势及气候对疫情的影响研究_张潮.pdf_48,llm
松材线虫,马尾松,感染,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
松褐天牛,松材线虫,传播,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
气候要素,松材线虫,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
年平均风速,松材线虫病发病面积,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
年平均气温,松材线虫病发病密度,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
冬春季降水,松材线虫病疫情严重程度,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
6月份降水量,松材线虫病疫情轻重程度,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_49,llm
典范对应分析,松材线虫病疫情,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_50,llm
年降水量,松材线虫病疫情,相关性,0.8,气候要素对松材线虫病疫情的影响研究.pdf_50,llm
松材线虫,气候要素,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_51,llm
气象因子,松材线虫病疫情,相关系数,0.8,气候要素对松材线虫病疫情的影响研究.pdf_51,llm
定海区,松材线虫病疫情,分布于,0.8,气候要素对松材线虫病疫情的影响研究.pdf_51,llm
松材线虫病,气候要素,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
年平均风速,松墨天牛,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
年蒸发量,松材线虫病,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
相对湿度,松材线虫病,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
年平均气温,松材线虫病,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
1月份降水量,松材线虫病,影响,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
松墨天牛,松材线虫病,传播,0.8,气候要素对松材线虫病疫情的影响研究.pdf_52,llm
松材线虫bursaphelenchus xylophilus,马尾松pinus massoniana,感染,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_53,llm
松褐天牛monochamus alternatus,松材线虫病株率,引起,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_53,llm
松褐天牛monochamus alternatus,松材线虫bursaphelenchus xylophilus,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_53,llm
生物因子,松材线虫病株率,影响,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_53,llm
非生物因子,松材线虫病株率,影响,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_53,llm
松材线虫,马尾松,寄生,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_54,llm
monochamus alternatus,松材线虫,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_54,llm
松材线虫,马尾松,感染,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_55,llm
松褐天牛,松材线虫,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_55,llm
松材线虫,马尾松,感染,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_56,llm
松材线虫,云杉花墨天牛,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_56,llm
松褐天牛,松材线虫,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_56,llm
松褐天牛,马尾松,取食,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_56,llm
松材线虫,马尾松,感染,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_57,llm
松褐天牛,松材线虫,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_57,llm
云杉花墨天牛,松材线虫,传播,0.8,JU3yc-1762148851602-马尾松蛀干害虫种群动态与松材线虫病的关系及松褐天牛天敌研究_展茂魁.pdf_57,llm
松材线虫病,红松,感染,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_58,llm
云杉花墨天牛,松材线虫病,传播,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_58,llm
通化市,防治措施,采取,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_58,llm
松材线虫病,检疫人员,影响,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_59,llm
森防检疫车辆,检疫人员,保障,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_59,llm
林区,检疫人员,监管,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_59,llm
乡镇林业工作站,检疫人员,支持,0.8,通化市松材线虫病防控存在问题及措施建议_王岫春.pdf_59,llm
松材线虫,疫木真菌群落,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_60,llm
疫木真菌群落,松材线虫,抑制,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_60,llm
松材线虫,马尾松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松材线虫,黑松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松材线虫,湿地松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松材线虫,赤松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松材线虫,云南松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松褐天牛,松材线虫,传播,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
bursaphelenchus xylophilus,伴生细菌,寄生,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
阿维菌素,松材线虫,防治,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
噻虫啉,松材线虫,防治,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
诱捕器,松材线虫,防治,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
生物防治,松材线虫,防治,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_61,llm
松材线虫,真菌,寄生,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_62,llm
松材线虫,马尾松,感染,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_62,llm
灰葡萄孢,松材线虫,培养,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_62,llm
拟康宁木霉,绿色木霉,传播,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_63,llm
棘孢木霉,假可可毛色二孢,竞争,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_63,llm
peroneutypa scoparia,色二孢,竞争,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_63,llm
diplodia sapinea,松材线虫,寄生,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_63,llm
松材线虫,马尾松,寄生,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_64,llm
真菌,松材线虫,影响,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_64,llm
延平区,南安市,分布,0.8,松材线虫病疫木真菌多样性及其对松材线虫的繁殖影响_曾丽琼.pdf_64,llm
松材线虫,伐桩,寄生,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_65,llm
松褐天牛,松材线虫,传播,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_65,llm
除害处理,病虫害,防治,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_65,llm
塑料薄膜,松材线虫,传播,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_66,llm
噻唑膦,松材线虫,杀灭,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_66,llm
生石灰,松材线虫,抑制,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_66,llm
松材线虫,松褐天牛,传播,0.8,松材线虫病疫木伐桩除害处理技术研究_欧阳德.pdf_66,llm
松材线虫,马尾松,感染,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
松材线虫,黑松,感染,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
松材线虫,湿地松,感染,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
松褐天牛,松材线虫,传播,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
云杉花墨天牛,松材线虫,传播,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
monochamus alternatus,松材线虫,传播,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
阿维菌素,松材线虫病,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
噻虫啉,松材线虫病,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
诱捕器,松材线虫病,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
生物防治,松材线虫病,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_67,llm
松材线虫病,防治措施,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_68,llm
防治措施,病死松树,抑制,0.8,威海市松材线虫病最优防控策略_才琪.pdf_68,llm
防治措施,病死株树,抑制,0.8,威海市松材线虫病最优防控策略_才琪.pdf_69,llm
防治资金,防控体系,响应,0.8,威海市松材线虫病最优防控策略_才琪.pdf_69,llm
松材线虫病,防治措施,防治,0.8,威海市松材线虫病最优防控策略_才琪.pdf_70,llm
防治措施,病死树数量,影响,0.8,威海市松材线虫病最优防控策略_才琪.pdf_70,llm
资金投入,病死树数量,影响,0.8,威海市松材线虫病最优防控策略_才琪.pdf_70,llm
松材线虫病,疫木除治模式,防治,0.8,武汉市松材线虫病疫木除治模式的探索与思考_汪杨.pdf_71,llm
松材线虫病,病死树,引起,0.8,武汉市松材线虫病疫木除治模式的探索与思考_汪杨.pdf_72,llm
疫木除治,绩效承包,防治,0.8,武汉市松材线虫病疫木除治模式的探索与思考_汪杨.pdf_72,llm
绩效承包,专业除治公司,涉及,0.8,武汉市松材线虫病疫木除治模式的探索与思考_汪杨.pdf_72,llm
病死树,疫木除治,处理,0.8,武汉市松材线虫病疫木除治模式的探索与思考_汪杨.pdf_72,llm
松材线虫病,马尾松,感染,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_73,llm
松褐天牛,松材线虫病,传播,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_73,llm
松材线虫病,马尾松,感染,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_74,llm
黑翅土白蚁,松材线虫病,传播,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_74,llm
太子山林场,湖北省,分布于,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_74,llm
松材线虫病,马尾松,感染,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_75,llm
松褐天牛,松材线虫病,传播,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_75,llm
楠木越冬虫害,马尾松,寄生,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_76,llm
食叶害虫,柏树,寄生,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_76,llm
钻驻类害虫,栎树,寄生,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_76,llm
白蚁,马尾松,寄生,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_76,llm
古毒蛾,楠木,寄生,0.8,湖北省太子山林场森林病虫害调查和防治建议_林虎.pdf_76,llm
松材线虫病,松材线虫,引起,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
松材线虫,马尾松,感染,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
松褐天牛,松材线虫,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
气候变化,松材线虫病,影响,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
松树抵抗能力,松材线虫病,影响,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
媒介昆虫抗药性,松材线虫病,影响,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
松树群落结构,松材线虫病,影响,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
监测、监管体系,松材线虫病防控,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
防治工作机制,松材线虫病防控,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
宣传牌,公众教育,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
宣传册,公众教育,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
微信公众号,公众教育,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
遥感影像,检测预警体系,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
地面调查数据,检测预警体系,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
护松专项行动,溯源管理机制,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
疫木清理,疫木检疫封锁制度,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
跨区域协调机制,疫情数据共享,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
花绒寄甲,生物防治,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
姬斑啮小蠹,生物防治,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
诱捕器,物理防治,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
注干,化学防治,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
无人机飞防,化学防治,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
林间作业,林间密度调整,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
调整林间密度,增绿扩量,防治,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_77,llm
松材线虫,马尾松,感染,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_78,llm
松褐天牛,松材线虫,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_78,llm
松材线虫,马尾松,感染,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_79,llm
松褐天牛,松材线虫,传播,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_79,llm
监测预警体系,疫情监测,涉及,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_79,llm
群众动员工作,防治工作,促进,0.8,黄冈市松材线虫病现状分析及防治对策_沈红霞.pdf_79,llm
松材线虫病,马尾松,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_80,llm
气候因素,松材线虫病,引起,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_80,llm
松材线虫,马尾松,感染,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
松褐天牛,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
云杉花墨天牛,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
monochamus alternatus,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
松材线虫病疫情指数,气候因素,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
温度,松褐天牛卵的发育,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
湿度,松墨天牛的活动,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_81,llm
松材线虫病,马尾松,感染,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_82,llm
松褐天牛,松材线虫病,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_82,llm
松材线虫病,热带季风气候区,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_82,llm
松材线虫病疫情指数,气候因素,相关,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_83,llm
温度,降水量,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_83,llm
湿度,降水量,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_83,llm
松材线虫病疫情指数,气候因子,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_84,llm
月日照时数,松材线虫病疫情指数,相关,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_84,llm
月平均最高气温,松材线虫病疫情指数,相关,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_84,llm
月平均相对湿度,松材线虫病疫情指数,相关,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_84,llm
年降水量,松材线虫病疫情指数,相关,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_84,llm
松材线虫,马尾松,感染,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_85,llm
松褐天牛,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_85,llm
降水量,松材线虫病危害程度,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_85,llm
温度,松材线虫病危害程度,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_85,llm
松材线虫,马尾松,感染,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
松褐天牛,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
云杉花墨天牛,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
monochamus alternatus,松材线虫,传播,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
气候变暖,松材线虫,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
全球气候变化,松材线虫,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
海拔,松材线虫,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
温度,松材线虫,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
湿度,松材线虫,影响,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
疫区,松材线虫,分布,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
浙江松林生态系统,松材线虫,分布,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
南岳景区,松材线虫,分布,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
阿维菌素,松材线虫,防治,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
噻虫啉,松材线虫,防治,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
诱捕器,松材线虫,防治,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
生物防治,松材线虫,防治,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
侵染途径,松材线虫,机制,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
致病机理,松材线虫,机制,0.8,松材线虫病疫情指数与气候因素之间的关系.pdf_86,llm
松材线虫,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
bursaphelenchus xylophilus,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
伴生细菌,马尾松,感染,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
松褐天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
云杉花墨天牛,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
monochamus alternatus,松材线虫,传播,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
萎蔫,松材线虫,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
针叶变色,松材线虫,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
树脂分泌异常,松材线虫,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
枯死,松材线虫,引起,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
阿维菌素,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
噻虫啉,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
诱捕器,松材线虫,防治,0.8,JItW6-1762148810582-中国森林保护学科发展历程研究_曾凡勇.pdf_88,llm
